"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Action L'Écho (Édition La Ferté-Bernard), L' (1 sources)","France","Pays de la Loire","Presse","Hebdomadaire","Français","63887","This source requires a subscription.","https://actu.fr/l-echo-sarthois/","AEG","14/12/2023","07/12/2023"
"Action L'Écho (Édition Nogent-le-Rotrou), L' (1 sources)","France","Centre-Val de Loire","Presse","Hebdomadaire","Français","63889","This source requires a subscription.","https://actu.fr/l-action-republicaine/","AEH","30/11/2023","30/11/2023"
"Action Logement (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","Irrégulier","Français","44061","Organization aiming to facilitate housing to promote employment. He is a player in the social and solidarity economy.","https://www.actionlogement.fr/actualites","WAACY","26/04/2024",NA
"Action week-end, L' (Joliette) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","1398","Weekly newspaper serving Joliette area in Lanaudière region. L'Action that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.laction.com/","JV","15/02/2004","13/08/2006"
"Action, L' (Joliette, QC) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","1432","Weekly newspaper serving Joliette area in Lanaudière region. L'Action (formerly L'Expression) that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.laction.com/","JU","15/02/2004","09/08/2006"
"Action, L' (Joliette, QC) (site web) (1 sources)","Canada","Québec","Presse","En continu","Français","18879","Weekly newspaper serving Joliette area in Lanaudière region. L'Action that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.laction.com/","WJU","16/11/2014",NA
"Actu Labo (1 sources)","France","","Presse","Bihebdomadaire ou trihebdomadaire","Français","2192","Established in 2003, Actu Labo provides coverage of the pharmaceutical and biotech market in France and Europe. It provides all the information decision-makers need to know their industry. Its headquarters is in Tours.","http://www.actulabo.com/","MCA","10/09/2003","16/03/2015"
"Actu Labo (english) (1 sources)","France","","Presse","Bihebdomadaire ou trihebdomadaire","Anglais","23330","Established in 2003, Actu Labo provides coverage of the pharmaceutical and biotech market in France and Europe. It provides all the information decision-makers need to know their industry. Its headquarters is in Tours.","http://www.actulabo.com/","MCB","19/10/2015","19/10/2015"
"Actu.fr (site web réf.) (1 sources)","France","Bretagne","Presse","En continu","Français","39431","Website platform that broadcasts local information from Lille to Toulouse, from Brest to Nancy","https://actu.fr/","WACTU","24/04/2024",NA
"Actualidad Contable Faces (1 sources)","Vénézuela","","Presse","Semestriel","Espagnol","29657",NA,"http://www.saber.ula.ve/actualidadcontable/","GAAAZ","01/01/2015",NA
"actualité ALIMENTAIRE, L' (site web réf.) (1 sources)","Canada","Québec","Presse","En continu","Français","54864",NA,"https://www.actualitealimentaire.com/","WAAJF","24/04/2024",NA
"Actualité, L' (1 sources)","Canada","Québec","Presse","Mensuel ou bimensuel","Français","141","L'Actualite is the largest public affairs magazine published in French in Canada and one of the largest French-language periodicals in the world. As a mirror of Quebec society, it provides feature articles, analysis and reflections on politics, economics, culture and society. The magazine is published 10 times a year.","http://www.lactualite.com/","TU","01/01/1992","01/06/2015"
"Actualité, L' (site web) (1 sources)","Canada","Québec","Presse","En continu","Français","24064","Website of L'Actualité, the largest public affairs magazine published in French in Canada and one of the largest French-language periodicals in the world. As a mirror of Quebec society, it provides feature articles, analysis and reflections on politics, economics, culture and society.","http://www.lactualite.com/","TUW","17/07/2012",NA
"Actualité, L' (tablette) (1 sources)","Canada","Québec","Presse","Mensuel ou bimensuel","Français","17814","Digital edition of L’Actualité, one of the largest French-language periodicals in the world. All the content in the paper publication is available online.","http://www.lactualite.com/","TUA","01/01/2015",NA
"Actualités News Environnement (site web réf.) (1 sources)","France","Occitanie","Presse","Irrégulier","Français","60249",NA,"https://www.actualites-news-environnement.com/","WAAJL","27/04/2024",NA
"Actualités Sociales Hebdo - Numéros juridiques (1 sources)","France","Ile-de-France","Presse","Bimestriel ou trimestriel","Français","21327","Quarterly publications reflecting on social policies, the ASH – Numéros juridiques features the complete record on topics of interest such as judicial impact of large scale reforms, laws and rulings applied to social policies and social protection in France.","https://www.ash.tm.fr/numeros-juridiques/","KAT","26/03/2010",NA
"Actualités Sociales Hebdomadaires (1 sources)","France","Ile-de-France","Presse","Mensuel ou bimensuel","Français","21325","A major publication covering outreach and social work in France, Actualités sociales hebdomadaires is destined to professionals working in groups, associations, societies dedicated to help vulnerable people. The weekly features news relating to law, policies and outreach, columns and articles related to social services, social welfare work and other occupations in the same field.","http://www.ash.tm.fr/","KAS","01/01/2010","01/01/2010"
"Actualités Sociales Hebdomadaires (site web) (1 sources)","France","Ile-de-France","Presse","En continu","Français","21725","A major publication covering outreach and social work in France, Actualités sociales hebdomadaires is destined to professionals working in groups, associations, societies dedicated to help vulnerable people. The weekly features news relating to law, policies and outreach, columns and articles related to social services, social welfare work and other occupations in the same field.","http://www.ash.tm.fr/filactu/","WKAT","08/07/2015",NA
"Actualités-L'Étincelle (Windsor, QC) (site web réf.) (1 sources)","Canada","Québec","Presse","En continu","Français","26398","Weekly newspaper serving Asbestos area in Quebec.","http://www.letincelle.qc.ca/","WQAD","24/04/2024",NA
"Actuariel, L' (1 sources)","France","","Presse","Trimestriel","Français","63321","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.lactuariel.fr/","FAAQ","09/01/2024",NA
"Actuariel, L' (site web réf.) (1 sources)","France","Ile-de-France","Presse","En continu","Français","53573",NA,"https://www.lactuariel.fr/","WAAIX","24/06/2024",NA
"Actuel International, L' (Algérie) (1 sources)","Algérie","","Presse","Mensuel ou bimensuel","Français","55500","The magazine of economy and international partnership.","https://www.actuel-dz.com/","LUHH","30/09/2018",NA
"Actuel, L' (Haute-St-Charles/Les Rivières/Wendake, QC) (site web) (1 sources)","Canada","Québec","Presse","En continu","Français","18898","Weekly newspaper serving La Haute-Saint-Charles and Les Rivières boroughs in Quebec City. L'Actuel that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.lactuel.com/","WQD","24/11/2014",NA
"Actusnews (English) (France) (1 sources)","France","Ile-de-France","Presse","En continu","Anglais","10393","Press Service aimed at the financial community, approved by the French AMF as a professional newswire for the dissemination of mandatory announcements, in english. This source requires a subscription.","https://www.actusnews.com/en/","QAAAE","29/07/2021",NA
"Actusnews (français) (France) (1 sources)","France","Ile-de-France","Presse","En continu","Français","10865","Press Service aimed at the financial community, approved by the French AMF as a professional newswire for the dissemination of mandatory announcements, in french. This source requires a subscription.","https://www.actusnews.com/fr/","QAABJ","29/07/2021",NA
"Actusnews (français) (France) (site web réf.) (1 sources)","France","Ile-de-France","Presse","Irrégulier","Français","44812","Press Service aimed at the financial community, approved by the French AMF as a professional newswire for the dissemination of mandatory announcements, in french.","https://www.actusnews.com/fr/","WAAEY","24/04/2024",NA
"ActusNewsWire (1 sources)","France","","Presse","En continu","Français","63306","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.actusnews.com/","FAAA","15/03/2021",NA
"Ada Derana (Sri Lanka) (web site ref.) (1 sources)","Sri Lanka","","Presse","Irrégulier","Anglais","44813","Sri Lanka's most popular news website","http://www.adaderana.lk/","WAAEZ","24/04/2024",NA
"Ada Icon, The (Bluffton, OH) (web site ref.) (1 sources)","États-Unis","Ohio","Presse","Irrégulier","Anglais","44814","The Ada Icon aims to become the center of information and commerce for Ada. Launched in September 29, its audience is within a 25-mile radius of Bluffton, which includes the communities of Lima, Findlay, Ottawa, Cory-Rawson and Ada.","http://www.adaicon.com/","WAAFA","24/04/2024",NA
"Ada News, The (OK) (web site ref.) (1 sources)","États-Unis","Oklahoma","Presse","Irrégulier","Anglais","44815","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.theadanews.com/","WAAFB","24/04/2024",NA
"Addiction Professional (1 sources)","États-Unis","New York","Presse","Bimestriel ou trimestriel","Anglais","29658","Provides information on clinical issues for front-line professionals dealings with addiction treatment and prevention.","http://www.addictionpro.com/","GAABA","01/01/2015",NA
"Addis Fortune (Ethiopia) (1 sources)","Éthiopie","","Presse","Hebdomadaire","Anglais","12863","It is a business weekly published by a media company dedicated to promote the development of the private sector in Ethiopia and its economic integration to the regional economies. It is a newspaper introducing new business opportunities.","http://addisfortune.net/","SADD","08/01/2017",NA
"Addison County Independent (VT) (web site ref.) (1 sources)","États-Unis","Vermont","Presse","Irrégulier","Anglais","44816",NA,"http://www.addisonindependent.com/","WAAFC","24/04/2024",NA
"Adédom (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","Irrégulier","Français","44062","Adédom represents approximately 350 non-profit organizations working in home care and personal services. It defends and supports the development of their activities.","https://www.adedom.fr/actualites","WAACZ","26/04/2024",NA
"AdExchanger (web site ref.) (1 sources)","États-Unis","","Presse","Irrégulier","Anglais","67684",NA,"https://www.adexchanger.com/","WAANZ","24/01/2025",NA
"Adgully (web site ref.) (1 sources)","Inde","","Presse","Irrégulier","Anglais","44821","Adgully tracks, records, analyzes and interprets the latest news happenings and economic changes that take place in the business of media, marketing and advertising. It could include any news or happenings in the field of television, print media, radio, out of home, cinema, digital, mobile, event management, sports marketing, celebrity marketing, direct marketing, public relation, market research, advertising agency or new product launches.","http://www.adgully.com/","WAAFI","24/04/2024",NA
